condition,image_num,sample_id,C_coverage,Ca_coverage,Cl_coverage,Mg_coverage,Na_coverage,O_coverage,S_coverage,mds_x,mds_y
G,4,1,0.028709308582189938,0.02593153080441216,0.038700564971751415,0.09375840731772934,0.051661285983319885,0.0732378262039279,0.026324993274145815,-0.0007372570010676578,0.004457123022324314
G,5,1,0.02793919827818133,0.024324051654560128,0.039241996233521655,0.09416532149582997,0.053070352434759216,0.07235001345170837,0.02630481571159537,-0.0004112741618816227,0.003727270539430234
G,6,2,0.02778114070486952,0.027300242130750604,0.04788808178638687,0.09486144740382028,0.06603443637341942,0.06788068334678504,0.026224105461393598,-0.0008663326677453084,0.001203728962049314
G,7,2,0.029203658864675814,0.025746569814366425,0.047484530535377996,0.09251076136669358,0.0636333064299166,0.07046004842615013,0.02576338444982513,-0.0011351106268444307,0.001456849791511458
G,8,2,0.02948614474038203,0.02625437180521926,0.05046072101156847,0.09698009147161689,0.06421509281678774,0.069605864944848,0.02587772397094431,-0.0012623163505863166,0.0015721318021591731
G,9,2,0.030044390637610975,0.0255212536992198,0.04827818132902879,0.09165994081248319,0.06613868711326339,0.0742130750605327,0.025837368845843423,-0.0013015023654307757,0.0011570853673477908
G,10,2,0.02396085552865214,0.024152542372881357,0.04617635189669088,0.09123284907183213,0.06441350551520043,0.06477670164110842,0.027105192359429646,-0.0002310310273779612,0.0005453140737700074
G,11,3,0.02096112456281948,0.0205575733118106,0.03961864406779661,0.09721549636803874,0.060922787193973635,0.057617029862792574,0.026281275221953188,0.0009657472586528101,0.00107632119196794
G,12,3,0.020281813290287866,0.019528517621737962,0.03765805757331181,0.09315980629539952,0.05764057035243476,0.05443233790691418,0.024922652676889964,0.000976508714921156,0.00121899388510579
G,13,3,0.021785041700295937,0.02081651869787463,0.03694511702986279,0.09277979553403282,0.05619114877589454,0.053420096852300245,0.02225585149313963,0.0006206172669538206,0.0020341665823653057
G,14,3,0.022195318805488296,0.01951842884046274,0.03840799031476998,0.09805622814097391,0.05998453053537799,0.05545466774280334,0.024761232176486413,0.0012225860172149843,0.0015976547930388863
G,15,3,0.021657250470809793,0.019394000538068334,0.03888216303470541,0.0934557438794727,0.05760694108151735,0.05624159268227065,0.026617567931127253,0.0008483864189792416,0.0011613579107073884
G,16,4,0.021401668011837502,0.022252488566047886,0.05601963949421577,0.09182808716707022,0.08552259887005649,0.06244955609362389,0.03461797148237826,0.0007515306521495536,-0.003566744410444812
G,17,4,0.02004304546677428,0.021811945117029864,0.052818132902878664,0.09594767285445252,0.07774414850686037,0.0591168953457089,0.03279190207156309,0.0006945207960586316,-0.00229637614875491
G,18,4,0.01927293516276567,0.02267285445251547,0.05702179176755448,0.09124293785310734,0.08414716168953457,0.06285310734463277,0.03445318805488297,0.0006250603647749875,-0.003752859978062603
G,19,4,0.020436507936507937,0.021872477804681194,0.05567662093085822,0.09362389023405973,0.08076741996233522,0.061080844767285446,0.03507869249394673,0.0006679752963928751,-0.0030595600572867784
G,20,4,0.019545332257196665,0.023217648641377455,0.05756994888350821,0.09625369921980091,0.08664581651869788,0.06718119451170299,0.0368711326338445,0.0009793575506785333,-0.003416927355894347
G,21,5,0.019901802528921174,0.02323110034974442,0.04646220069948884,0.09451842884046274,0.08765805757331181,0.07573984396018295,0.04345238095238095,0.0031621994015356243,-0.003285318792370176
G,22,5,0.019141781006187786,0.021001479687920366,0.039685902609631424,0.08839790153349475,0.07745829970406241,0.07656712402475115,0.040873015873015874,0.003944015879544615,-0.0025159430680937096
G,23,5,0.019925343018563357,0.02159671778315846,0.04014326069410815,0.08746300780199086,0.08007801990852838,0.07418617164379876,0.040624159268227066,0.0036815078163187414,-0.0028146375874018737
G,24,5,0.017776432606941082,0.020480225988700564,0.042662093085821896,0.0876076136669357,0.0852165725047081,0.07545063223029325,0.04013989776701641,0.0038931594731705203,-0.0039046691254139496
G,25,5,0.019024078557976862,0.020829970406241592,0.03951439332795265,0.08713344094700026,0.08092211460855529,0.0742130750605327,0.04172047350013452,0.004224653632615284,-0.003262243562056009
H,1,1,0.02391713747645951,0.027179176755447943,0.049401398977670166,0.10527643260694108,0.05634920634920635,0.06734597793919828,0.0237590799031477,-0.001424874896039391,0.0030075817473680416
H,2,1,0.022514796879203658,0.026627656712402477,0.041353914447134786,0.0996199892386333,0.048651466236212,0.06134651600753296,0.025295937584073176,-0.0009265975700124758,0.0039049624802096864
H,3,1,0.022282754909873553,0.023638014527845037,0.0327683615819209,0.10378329297820824,0.04933077750874361,0.05983319881624966,0.023981033091202583,0.0010676425112200012,0.005174883012962379
H,4,1,0.021936373419424268,0.02067191283292978,0.029550040355125103,0.09631423190745225,0.045994753833736884,0.053692493946731236,0.02322773742265268,0.00155219839114464,0.005239994475454407
H,5,1,0.021465563626580576,0.024048291633037396,0.03526365348399247,0.10162765671240248,0.046825396825396826,0.05594229217110573,0.022797282754909873,0.00026937449573868915,0.005220158888799024
H,6,2,0.019538606403013182,0.023846516007532955,0.03760425073984396,0.09707425343018564,0.049055017487220874,0.06038808178638687,0.02376580575733118,-5.142043111669967e-05,0.003490850542486224
H,7,2,0.01999260156039817,0.023785983319881625,0.04119249394673123,0.09649919289749798,0.049973096583266076,0.05942292171105731,0.023540489642184557,-0.0005655245558139063,0.0029812826419725077
H,8,2,0.022080979284369116,0.02438122141511972,0.040674603174603176,0.09834880279795534,0.051160209846650526,0.06352232983588915,0.023940677966101696,-0.0005009665184694486,0.0032242731684224255
H,9,2,0.02231302125369922,0.02237019101425881,0.03947403820285176,0.09412160344363735,0.05099878934624697,0.060993408662900185,0.023022598870056497,-0.0003455206215304893,0.002846547899269846
H,10,2,0.020880414312617702,0.024818401937046004,0.04162967446865752,0.09454196933010492,0.05082391713747646,0.05850820554210385,0.02433750336292709,-0.0007104861360262718,0.0026856041023645195
H,11,3,0.021196529459241324,0.017742803336023676,0.03268765133171913,0.09029459241323648,0.051429244013989774,0.055858218993812214,0.022743475921442022,0.0012653225111916638,0.002565854937749872
H,12,3,0.020117029862792575,0.018926553672316385,0.03263048157115954,0.0919256120527307,0.054099408124831855,0.05114675813828356,0.023170567662093085,0.001634752928475322,0.0022293844929893373
H,13,3,0.019646220069948882,0.018670971213344094,0.03383440947000269,0.09218119451170298,0.051166935700834006,0.052253161151466235,0.02322773742265268,0.0011950384629045273,0.002463204778687829
H,14,3,0.01921576540220608,0.018573446327683617,0.03249596448748991,0.09301183750336292,0.05359496906107076,0.051883239171374766,0.021983454398708635,0.001727238250205921,0.0024976650515071757
H,15,3,0.021660613397901533,0.01746704331450094,0.03130548829701372,0.09197605595910681,0.053090529997309656,0.05232378262039279,0.022393731503900994,0.001980930711179617,0.002830847018499072
H,16,4,0.01927629808985741,0.021563088512241056,0.04814030131826742,0.09641175679311273,0.07809725585149314,0.060357815442561205,0.03261030400860909,0.0013567774103012342,-0.0019863061868303144
H,17,4,0.020022867904223838,0.021038471885929513,0.05131490449287059,0.08913438256658596,0.07614003228410009,0.059049636803874095,0.0324287059456551,0.0007352773835603595,-0.00252811685411399
H,18,4,0.01885929513048157,0.02204735001345171,0.050901264460586494,0.09153887543718052,0.0785647027172451,0.06016276567124025,0.03234463276836158,0.0009277043402049304,-0.0025999891867640695
H,19,4,0.02019101425881087,0.020127118644067795,0.048735539413505516,0.09306564433683077,0.07573311810599946,0.060758003766478344,0.031133979015334948,0.0010798575577863742,-0.0018575528999980305
H,20,4,0.01802192628463815,0.021505918751681462,0.05035647027172451,0.08907048695184289,0.0773910411622276,0.0575531342480495,0.033545197740113,0.0010491074834535945,-0.0031233631396489327
H,21,5,0.017678907721280602,0.02060801721818671,0.03668617164379876,0.08626244283023944,0.07852098466505246,0.06525423728813559,0.03813223029324724,0.004017769543881207,-0.0030034114064988455
H,22,5,0.018553268765133173,0.021139359698681734,0.03836427226257735,0.09107479149852031,0.07986615550174872,0.06774616626311541,0.04023405972558515,0.003913063726767509,-0.0027218770076680022
H,23,5,0.019145143933279526,0.020937584073177293,0.037261232176486414,0.0880212536992198,0.07707156308851223,0.06828087167070218,0.03975988700564972,0.0038778427100376787,-0.0024953346049281042
H,24,5,0.021401668011837502,0.021102367500672587,0.03675679311272532,0.08804815711595372,0.07384315308044122,0.06823379069141781,0.03925881086898036,0.0035520263668288882,-0.0016898534011613796
H,25,5,0.018610438525692764,0.020214554748453052,0.03779257465698144,0.08893596986817326,0.0800712940543449,0.06842884046273877,0.03836427226257735,0.0039029820485828883,-0.0028045456736337806
I,1,1,0.023880145278450362,0.02675881086898036,0.0392453591606134,0.09465967177831584,0.05061877858488028,0.0600349744417541,0.024078557976863063,-0.0008142503674803032,0.0034972842290903502
I,2,1,0.02148910411622276,0.027357411891310197,0.038320554210384716,0.09697000269034167,0.047689669087974174,0.0653214958299704,0.024044928705945656,-0.000866454658611239,0.004421360310102226
I,3,1,0.022218859295130483,0.02790220608017218,0.03793718052192629,0.09471011568469195,0.04783091202582728,0.06262106537530267,0.025803739574926016,-0.0008110412833137268,0.004106579476175903
I,4,1,0.024593085821899383,0.024566182405165456,0.03751008878127522,0.09832189938122142,0.04773002421307506,0.06494484799569546,0.02448210922787194,-0.0004457654395340879,0.004518532273192005
I,5,1,0.023170567662093085,0.02629808985741189,0.04209375840731773,0.09794525154694646,0.049720877051385524,0.06183414043583535,0.02448210922787194,-0.0010440826402723295,0.003557944010150358
I,6,2,0.021468926553672316,0.02257532956685499,0.03813895614743072,0.09360371267150928,0.04740718321226796,0.06261770244821092,0.024569545332257196,-0.00035903415282584886,0.0033966662306003604
I,7,2,0.022074253430185632,0.022447538337368844,0.03638014527845036,0.08999529190207156,0.04557775087436104,0.06292709174065106,0.023796072101156848,-0.00049433904377397,0.0037898525725723266
I,8,2,0.023627925746569814,0.023896959913909065,0.044064433683077754,0.09239305891848265,0.0504136400322841,0.0619787463007802,0.024942830239440408,-0.0011331229669376125,0.0026212412409178858
I,9,2,0.024085283831046543,0.022968792036588647,0.03874428302394404,0.0929681194511703,0.04757532956685499,0.05965496368038741,0.024398036050578425,-0.0006124277277465485,0.0035212068550760024
I,10,2,0.023187382297551788,0.024421576540220608,0.039114205004035514,0.09490516545601291,0.04705743879472693,0.06051923594296476,0.02401802528921173,-0.0008046188678781312,0.003857838000743844
I,11,3,0.019689938122141513,0.01900390099542642,0.031826741996233525,0.0903618509550713,0.05219262846381491,0.05431127253161151,0.023106672047350015,0.0013872664801859323,0.002359888852923082
I,12,3,0.02056429916599408,0.01956887274683885,0.028877454936776972,0.09117567931127253,0.04826472962066183,0.054923325262308316,0.022460990045735808,0.0016432581143649482,0.003901019187382988
I,13,3,0.02091740651062685,0.018940005380683345,0.03042440139897767,0.09134382566585957,0.05072639225181598,0.05326540220608017,0.022706483723432876,0.0016256462644601425,0.0031436641462062134
I,14,3,0.021317594834543988,0.01746704331450094,0.03266747376916868,0.0975349744417541,0.0532183212267958,0.05578759752488566,0.02422988969599139,0.0021108486633686823,0.003038653972241331
I,15,3,0.020682001614205005,0.019535243475921442,0.02878329297820823,0.09495560936238902,0.048469868173258004,0.05754977132095776,0.024145816518697873,0.002071043411252179,0.004288428876649482
I,16,4,0.018422114608555286,0.020527306967984934,0.04373150390099543,0.09170702179176755,0.06938054882970138,0.06174334140435835,0.031261770244821095,0.001328441950128583,-0.0010925236802230725
I,17,4,0.020372612321764863,0.0211864406779661,0.041703658864675815,0.09017688996502556,0.06850282485875706,0.06029728275490987,0.03164178100618779,0.0013207339659938309,-0.0007990656258097706
I,18,4,0.0189030131826742,0.02215160075329567,0.04845977939198278,0.088939332795265,0.0741323648103309,0.05717984934086629,0.03140637610976594,0.0008041015063724771,-0.0021715999020647473
I,19,4,0.019188861985472153,0.02046004842615012,0.04731302125369922,0.0912059456550982,0.07452919020715632,0.05942292171105731,0.030912025827280063,0.0011408959984106236,-0.0018999591605671018
I,20,4,0.01906107075598601,0.020362523540489643,0.04641511972020446,0.08981369383911757,0.0728410008071025,0.06102031207963411,0.029684557438794727,0.0010542237815802861,-0.001599796860841498
I,21,5,0.019915254237288134,0.016653214958299703,0.03879808985741189,0.08463478611783697,0.07723634651600754,0.06572841000807103,0.03421778315846113,0.003369601269192876,-0.0028393339387440524
I,22,5,0.018227064837234328,0.017998385794995964,0.03910411622276029,0.08731167608286253,0.07656712402475115,0.06908797417271993,0.036575195049771324,0.0035239191956720787,-0.0026770089704842353
I,23,5,0.017342615012106537,0.01714756524078558,0.03756725854183481,0.08666599408124832,0.07203389830508475,0.06793112725316115,0.036117836965294595,0.0036689656441166096,-0.0023327327435946946
I,24,5,0.018371670702179176,0.01993543179983858,0.03723432875975249,0.08720742534301856,0.0722693032015066,0.06967312348668281,0.03727804681194512,0.0034257109100228615,-0.0019121622429363544
I,25,5,0.01734934086629002,0.018095910680656444,0.03775894538606403,0.09257465698143665,0.076530131826742,0.07184221146085552,0.036696260425073984,0.004077358291440777,-0.002220512545786049
