condition,image_num,sample_id,C_coverage,Ca_coverage,Cl_coverage,Mg_coverage,Na_coverage,O_coverage,S_coverage,mds_x,mds_y
B,12,3,0.018422114608555286,0.022501345170836698,0.07513115415657788,0.0801620930858219,0.09696663976324993,0.060098870056497174,0.038592951304815715,0.00010344182923886497,-0.011029636631306131
B,13,3,0.01807909604519774,0.023110034974441755,0.07745829970406241,0.08423123486682808,0.10058178638687114,0.06970675275760022,0.040674603174603176,0.0001407803281102061,-0.010163678589664396
B,14,3,0.019024078557976862,0.02323446327683616,0.07214823782620393,0.08133911756793112,0.09778046811945117,0.06684826472962066,0.03683077750874361,-4.9129976634586696e-05,-0.009177788620849548
B,15,3,0.01782015065913371,0.02308985741189131,0.07685969868173258,0.08151398977670164,0.10209510357815442,0.06708366962604251,0.03919827818132903,-0.0032786896734759174,-0.010410565532617247
B,16,4,0.02319410815173527,0.022168415388754373,0.049155905299973095,0.08427158999192898,0.06151466236211999,0.06024683884853376,0.027821495829970407,-0.000702482011860478,-0.00017576316567821356
B,17,4,0.022302932472423997,0.022350013451708367,0.04360371267150928,0.0856873822975518,0.05587839655636266,0.06167944578961528,0.026008878127522197,-0.0005082880037411783,0.001021101266464095
B,18,4,0.02164043583535109,0.023052865213882164,0.04188861985472155,0.08569410815173527,0.05271388216303471,0.06105730427764326,0.02587099811676083,-0.0006051096899412345,0.001521220662412566
B,19,4,0.02304277643260694,0.02134113532418617,0.04763249932741458,0.08442964756524078,0.0561138014527845,0.06061339790153349,0.02666128598331988,-0.000939674728625445,0.0005954116776554086
B,20,4,0.02257869249394673,0.02029862792574657,0.04989911218724778,0.08365617433414044,0.0616727199354318,0.05380347054075867,0.0268697874630078,-0.0008199227187161168,-0.0007849433386340476
B,21,5,0.015607344632768362,0.015472827549098735,0.031631692224912564,0.07316720473500135,0.06255380683346785,0.054973769168684426,0.032475786924939465,0.0037516283448415016,-0.002583911445034462
B,22,5,0.015822571966639762,0.016670029593758406,0.03313828356201238,0.08029661016949152,0.0708804143126177,0.062338579499596446,0.03368980360505784,0.00429165886007993,-0.0028234433254979117
B,23,5,0.015943637341942426,0.018455743879472693,0.03404627387678235,0.07993677697067528,0.06990852838310466,0.05994081248318536,0.03580844767285445,0.0039566693409478215,-0.0028205686778959983
