condition,image_num,sample_id,particle_count,area_mean,area_median,area_std,area_skew,equiv_diameter_mean,equiv_diameter_median,feret_diameter_mean,feret_diameter_median,circularity_mean,circularity_std,solidity_mean,solidity_std,aspect_ratio_mean,aspect_ratio_std,eccentricity_mean,eccentricity_std,deposit_area_px,deposit_equiv_radius,deposit_center_y,deposit_center_x
B,15,3,2959,393.5789117945252,264.0,598.628737100936,14.846332979455447,20.581345356628873,18.333991376950163,29.94569946033684,24.73863375370596,0.780736517756703,0.21751435092988025,0.883682068187799,0.09653937756150494,1.6787032593892552,0.6674440123818213,0.7206990951972281,0.16375570908201606,2000224,797.9292410872573,964.8679427904075,1297.2745852464525
B,16,4,3880,441.2896907216495,296.0,607.6761516903865,8.526243212448952,21.71256217622834,19.413369239820483,32.5460814826921,26.68332812825267,0.7267282647504377,0.2379705505906973,0.8619335156789785,0.1056757284248719,1.7880865505035135,0.6489660708626669,0.7524230746276945,0.15625546801478762,2410896,876.0205656038883,937.6899642290667,1270.543980329305
B,17,4,3746,459.66364121729845,300.0,661.1461715311443,8.649368253603932,22.0068904816544,19.544100476116796,32.86207959314139,26.68332812825267,0.7263503192677057,0.2408704680387438,0.8620162247967437,0.10862207352135032,1.774149761331616,0.6540178549838839,0.7460784084715072,0.16126301154707112,2376592,869.7659047268452,937.8146152137178,1256.9380120777987
B,18,4,3526,439.0550198525241,284.0,613.7719241251569,9.649930328378167,21.611782988584967,19.015783725757565,32.51180176327085,26.30589287593181,0.7234039764945183,0.24147106714672756,0.8608095952838082,0.10734371402754955,1.8024691455582815,0.7009021061874359,0.753208923435733,0.15890086998160413,2308096,857.140464020491,958.6381710292812,1249.2617846051464
B,19,4,3138,433.22370936902485,284.0,687.9310827947627,12.805109982833375,21.405469930175904,19.015783725757565,31.61570855483557,26.30589287593181,0.7341234811218591,0.22933081192573954,0.8657454988956905,0.10059981864714793,1.752095452763071,0.6482100719944636,0.7464977331817133,0.15329197265838143,2067632,811.263031691919,968.1362602242565,1279.3858597661479
B,20,4,3248,400.29926108374383,256.0,593.8078374386622,7.941450712360688,20.532619172722754,18.0540666735282,30.272010810022383,24.73863375370596,0.7541864948929901,0.22734202287921623,0.873116360618929,0.09957706733687427,1.7594009167637585,0.6306786423688869,0.7466208419609534,0.1570687934204861,2155648,828.3502094720059,950.9230449498249,1252.5423965322725
B,21,5,918,504.71023965141615,236.0,941.7685588591066,7.081097994151104,21.795232483400255,17.334489682638438,35.61373374376544,24.331050121192877,0.7019293499589186,0.2723640031441399,0.8411438115478591,0.13489677078307094,1.8908741959211222,0.7908719909159915,0.7680791165652733,0.1549055925456311,971888,556.202803537875,1035.1683403849004,1337.1655417085096
B,22,5,877,500.56100342075257,224.0,1021.5730170712832,8.427475435213712,21.52761127953807,16.88803298257901,35.92316828950806,24.08318915758459,0.6959803231729926,0.2693429920544169,0.8334301799702627,0.13335654302336955,1.926530959567235,0.8520964362859371,0.7781593150416289,0.14574700422210313,971152,555.9921605446975,969.4683674646193,1254.149060085342
B,23,5,1013,452.9713721618954,220.0,1000.9930110010349,8.329580436831906,20.516842307651462,16.73656774376801,33.663891366417765,24.08318915758459,0.7130468390929027,0.25325683255340936,0.8417143531899288,0.1293111835687886,1.9230343329145325,0.9026649773878019,0.7728208004875122,0.15454235323435983,898640,534.8326804900778,968.3926911777797,1260.7538413602776
B,24,5,948,498.2489451476793,218.0,1379.8628848709182,13.039596308983658,21.002081844457066,16.660143459196057,34.95022559389401,23.106454161711007,0.7151756069105499,0.25900655308026416,0.8442321228266623,0.13187802768909182,1.915926087507171,0.7584591296231622,0.7815320243580335,0.14463838614508043,892000,532.8530927713016,961.4766098654709,1287.7628161434977
B,25,5,1178,471.64006791171477,216.0,1980.4395261047543,18.407977355203073,20.11462427343978,16.583719174624104,33.61962031777913,23.40939982143925,0.7308773179255752,0.24321770333540835,0.8495671896714826,0.12310909410617467,1.8977853194692278,0.7793787235870414,0.7729993943606751,0.15567326060299347,924896,542.5896612467319,956.8239456111822,1275.3795280766703
C,1,1,1550,691.7367741935484,332.0,1262.1296165155343,5.901534227149376,25.28571660217481,20.56004690782767,41.045537399535114,28.87804084183739,0.7122254042567843,0.25238336332567485,0.8567578136949401,0.12257091238944488,1.9436260960668763,1.0299732728668363,0.7775969238210966,0.14492411994917775,1465200,682.9257977529404,1004.1476658476658,1342.2650996450996
C,2,1,1335,831.8771535580524,404.0,1478.8414110141837,8.137260235671668,27.85764103821098,22.680140565547774,46.29786170306138,33.1058907144937,0.6757809584608068,0.27134341466522727,0.8362459858419271,0.1380171029691207,1.9675706111278415,0.8923279597453219,0.7818616788542914,0.1484809813020141,1134640,600.9718206867742,970.2776069942889,1261.5939152506521
C,3,1,1049,756.7778836987608,344.0,1569.821764220002,9.755556778877096,26.240249753036014,20.928315827817965,43.61434783058922,30.066592756745816,0.7103372500366113,0.2652507310832066,0.8496986933677995,0.1304000076745892,2.004355563063225,0.9617898363521071,0.7792452039997003,0.16070468869737897,831984,514.6151303126784,1042.0318563818535,1218.2717071482143
C,4,1,1319,787.3510235026536,348.0,1570.1548681328163,8.627104220043917,26.669078132526316,21.049640414216977,43.43015419942344,29.5296461204668,0.7385292495624964,0.26567253202570557,0.8636785418149213,0.13310413183036723,1.9172351400129608,0.8504617639533508,0.759415506755285,0.17009021879389238,973824,556.756505667463,968.2442823343848,1271.7041929547845
C,5,1,1617,586.4291898577612,308.0,1243.4556433460773,9.608645446012833,23.578131056968875,19.802974013476614,35.117097129519905,26.0,0.8129681119418065,0.23215439308207755,0.9006126099734326,0.10951236817605432,1.7482568964689196,0.7803437245713001,0.7094016864916814,0.19547556973813407,1029664,572.4964896377502,958.3909469496846,1280.6695310314822
C,6,2,2272,691.1672535211268,348.0,1297.9031818683682,7.906897394699146,25.492005450404346,21.049640414216977,41.00963435521788,30.463092423455635,0.6755886966106097,0.25683276708544983,0.8440946088416378,0.11852818577555407,1.9465523695168288,0.8551168835847169,0.783755983554997,0.14585932162105492,1871440,771.8146496405683,951.7515795323387,1284.5562988928311
C,7,2,2434,795.2867707477403,388.0,1406.4032126825,6.496992907100101,27.209239633534935,22.22649192646566,44.584474633367705,32.0624390837628,0.670080542666954,0.2675615832355656,0.834724067360555,0.13092954261890613,1.9376066655059285,0.9001612369836925,0.7805304411706835,0.14483547773300529,1940496,785.9256077391175,987.9325656945441,1241.1350293945466
C,8,2,2065,833.8905569007264,348.0,1839.8189342662558,7.37073147560743,26.77347090582921,21.049640414216977,43.706111655275556,30.265491900843113,0.7034276411670614,0.264729244218742,0.8478104226101852,0.12917683496482088,1.925964348392946,0.8442952876737193,0.7706937895705415,0.16225707340759685,1692096,733.9011412799734,984.0803547789251,1238.1898521124097
C,9,2,2227,811.5976650202066,404.0,1389.4590606996032,6.372100519938187,27.526860363295913,22.680140565547774,44.8177973296456,32.2490309931942,0.7113555529864648,0.2686516121470788,0.8532661188843599,0.13206709755804988,1.9548698672672802,0.9408359240276691,0.7658700116674987,0.1667105381939261,1754208,747.2494555519563,953.2989748080046,1254.455617577847
C,10,2,1940,948.7628865979382,432.0,1692.604308907779,6.575063417052888,29.3821308965591,23.452920571340155,47.610373905521655,33.04536785971749,0.7201823910383786,0.27159719142534317,0.8574835644764948,0.13453469629804185,1.906598477141595,0.834796583424586,0.7589154870095387,0.16960913052866064,1725536,741.1175127913477,995.5626819724422,1272.2881608960927
C,11,3,2169,503.7270631627478,340.0,584.017463605195,6.370132182069704,23.280271194863566,20.806283791440396,35.762338777719826,29.732137494637012,0.7164671330165467,0.25020718101679074,0.8551539709878412,0.11751191598532873,1.8488246157418857,0.7021919156028749,0.7618464432050692,0.1586783558504034,1157328,606.9505284265878,902.3902713837391,1267.61388992576
C,12,3,1923,617.0754030161206,400.0,748.8836172938177,5.933994618187237,25.455674948714734,22.56758334191025,39.74644281917941,31.622776601683793,0.7120108607848141,0.2591765781842047,0.8537271844136325,0.12388796130143925,1.8708035530880391,0.7994214673553176,0.7610989971729945,0.16406379759414494,1140992,602.651668591912,1076.0420125645053,1217.2904980928877
C,13,3,1724,702.3619489559164,424.0,946.9626179186056,6.764860774702264,26.683847965206326,23.23474912642073,41.5076397867247,31.622776601683793,0.7277061584845553,0.267075122424407,0.8617838976040599,0.12804122371144325,1.8180729704238938,0.7505946055893826,0.7397768307322297,0.1786156002181852,1074416,584.8052963799521,967.8336063498682,1291.1821194025406
C,14,3,1810,656.5016574585635,404.0,823.5465889934162,7.075273130090322,26.09478120722832,22.680140565547774,39.59030447284413,30.528675044947494,0.7467052036831063,0.25683401676345685,0.8710356888236152,0.12104466405852018,1.774360085681301,0.6922325648203604,0.7365877976698307,0.17127195987556867,1104896,593.04242681694,1025.6731348470805,1243.5269346617238
C,15,3,1933,680.6683911019142,408.0,894.3565461811345,5.141693270480575,26.275693483831315,22.792141940852034,40.95231924667895,32.0624390837628,0.7308534314514095,0.2599871062497203,0.8631792268856355,0.12435094312046585,1.8487177789065707,0.9163272354671796,0.7487023497426984,0.1756126656470887,1249152,630.5691325669649,965.2776411517574,1269.4269392355775
C,16,4,1973,569.7617840851495,324.0,1205.5033919535108,15.350836034879764,23.690005076789202,20.310825007719227,37.648524017728654,28.635642126552707,0.6816943548824831,0.2651141951497419,0.8357439204601302,0.12668312252796465,1.8699990152788286,0.7253824371962627,0.7670151822352799,0.15979910738302333,1093648,590.0160763954914,982.6448802539757,1266.0857241086712
C,17,4,1741,779.5818495117749,400.0,1647.0309475814533,11.25185012682377,27.01810932652462,22.56758334191025,45.098496854549104,32.984845004941285,0.6440211248655693,0.2914458984442424,0.8139144661852319,0.14731580448513665,1.9265741430419714,0.8928697044446947,0.7712858963696358,0.15586337191576582,1113888,595.4507221437306,1015.3870407078629,1289.492645580166
C,18,4,1370,970.9868613138686,472.0,1596.1101990592342,5.727369470564742,30.239159349207,24.514670406003766,51.44060342967298,36.13852665359478,0.6245545413028311,0.2982015697163963,0.8066322744158536,0.15490365020769964,1.966693876280199,0.8755727827526193,0.7781164515473986,0.15785971953403327,1014864,568.3671738691694,991.2946995853631,1284.3782418136814
C,19,4,1527,1080.1074001309757,484.0,2101.1464533296335,6.628886239039864,30.869566852216817,24.824341676101277,51.95388018165946,36.76955262170047,0.6248526087791381,0.29575352455464415,0.8060984006683757,0.15401295452302785,1.924385055064376,0.7878151861005708,0.7805962566336185,0.14868908203738176,1210608,620.764443805528,1014.4940393587354,1268.70404953544
C,20,4,1909,951.5830277632268,504.0,1699.0771505641626,11.928415656258453,30.08063799688351,25.332049473868512,50.62209153394555,37.94733192202055,0.6034786870573815,0.28744918503689276,0.7975920396047584,0.14736704517566998,1.9658744119530756,0.8239975413482471,0.7863071887941138,0.149586429454435,1403856,668.47680855691,1048.7703525147879,1223.8883475228229
C,21,5,1686,714.5717674970344,352.0,2405.3356496397696,15.134576851623994,24.968674935188535,21.17026971360491,42.700834891789725,31.304951684997057,0.6239815251302065,0.272356417483575,0.7970490454510124,0.14547795270944752,1.97386402917942,0.7122767072126347,0.7957958351108294,0.14385018104456487,1072992,584.4176258431277,954.5567534520295,1274.708374340163
C,22,5,649,456.94298921417567,288.0,530.0103174086041,4.588506122247224,22.008678647456406,19.149229459268767,35.31874659017331,26.68332812825267,0.6811553395629157,0.2597562350348274,0.8327475672448006,0.12434224258243536,1.946298251454461,0.8196447458007591,0.7730991869810533,0.16382716538096148,1137024,601.6028424369672,983.3197680963639,1272.8095238095239
C,23,5,893,378.17693169092945,228.0,405.55212882957255,3.3776110921130296,20.14496148712355,17.03815178355966,31.14719110047841,24.166091947189145,0.7166418496790237,0.2474784020449924,0.8508105952306118,0.11744499887408423,1.8798440073912108,0.7654762169812022,0.7621149073504063,0.16764170741341558,912592,538.9685108169474,958.9892788891422,1274.2854550554903
C,24,5,1027,371.6728334956183,236.0,479.589316343609,7.675755886779644,19.987872673880446,17.334489682638438,30.94458571260296,24.331050121192877,0.7218502652104063,0.24493490391269482,0.8497873019579585,0.11820945543582938,1.8610744602616647,0.8092933023217174,0.7523237467186312,0.173130955039197,898112,534.6755357226442,990.9320530178865,1244.3361006199673
C,25,5,1756,405.76993166287014,244.0,612.7508284838386,7.281207273719662,20.487216130851404,17.625846048215095,31.911867625054853,24.73863375370596,0.7109574920081007,0.24142649322472043,0.8438826310941011,0.11767946152981365,1.8757936845906962,0.716786876660821,0.7723395798711357,0.15380668449302842,1116176,596.061956109496,994.8004974125944,1232.7048852510716
D,1,1,2336,1034.2140410958905,548.0,1521.215525049909,5.339290545376582,31.493450310846228,26.414679072721462,51.76915037445836,36.82386522543601,0.6200402027979676,0.28665673918424184,0.8169121626078188,0.14332963450039968,1.9070284510470055,0.8898626428812663,0.7570575001955973,0.17054041271720077,1889792,775.5897603959442,950.193714440531,1250.2170143592523
D,2,1,2394,1010.2255639097745,524.0,1416.4840526953037,3.992070920885476,31.08641820220424,25.829779740470595,51.30690429764205,36.05551275463989,0.6246313869306478,0.29133312479290124,0.8177164818426899,0.1465151490268704,1.9082648388572168,0.8180664563046111,0.7591645277117077,0.17170637342674613,1863136,770.1003883292899,959.7682788588702,1271.9323033852602
D,3,1,2009,1281.3140866102538,540.0,2778.857303596331,9.052135315339157,33.14612618794536,26.221162334209897,57.101096220639846,38.05259518088089,0.608145378220576,0.29320523831182976,0.807390316751607,0.15034838201835385,1.999145860100863,1.0166439448087001,0.7800520439887128,0.15475373655631838,1972912,792.4628661146431,917.5394462601474,1335.8996042398242
