within_condition_mean_JS,within_condition_std_JS,between_condition_mean_JS,between_condition_std_JS,within_sample_mean_JS,within_sample_std_JS,between_sample_mean_JS,between_sample_std_JS
0.004811981422444808,0.0045111348816576895,0.005583633034333323,0.00478149268003367,0.0023711477908290313,0.003680160068894202,0.00626602032338257,0.0046793967403134205
