condition,image_num,sample_id,particle_count,clark_evans_R,nnd_mean_um,nnd_median_um,nnd_std_um,nnd_cv,voronoi_cv,voronoi_entropy,L_max,L_max_radius_um
G,18,4,1731,1.3759960866840706,31.91739628360803,30.27185939764653,9.708550808524537,0.30417740602201326,9.382176318828547,5.138155379265088,10.915033631296922,225.30306650964297
G,19,4,1455,1.365875337549543,32.56249072828308,30.78079201822636,9.724856903166637,0.29865212045096523,12.778783472385147,4.308710538363501,7.780943073054232,176.91518706721024
G,20,4,1771,1.3534229903890376,34.81911411602192,33.16263271907764,10.39646999932615,0.29858513817105536,10.056417579004254,4.735787247304747,6.016834795258717,168.50411115739013
G,21,5,1925,1.334886915213192,31.70548667066587,29.8903629923816,10.135226756215507,0.3196679130490272,11.379457907338034,5.4279473084461785,10.963185492665673,243.2840441524246
G,22,5,1756,1.3267981411506853,33.169046820606155,31.088883944787902,11.4718994598209,0.345861595657733,11.520976519849437,4.704836432314801,14.936647522312512,285.3287239809156
G,23,5,1728,1.3304095204128668,33.43176347479908,31.829654847243575,10.714571484380492,0.3204907659883738,14.01463546575647,4.145496865001804,14.689961001820393,304.8345127639159
G,24,5,1415,1.304922272300339,35.38614961629458,32.75196377066537,12.967285109788008,0.3664508642617858,10.821007393158965,4.558901495497893,17.360172840473012,317.52208235072817
G,25,5,800,1.2390988490644144,39.54725248617491,35.763377837962,15.874106907597051,0.4013959481293014,8.475752996756897,3.846614587751262,17.270492749775087,245.87278356031555
H,1,1,1846,1.3918208863244672,35.57870402751082,34.146157097464695,9.624990405704795,0.27052672852452364,13.43346624526566,4.184292591529268,3.7732727025996553,213.67302051035423
H,2,1,1597,1.3683848312031852,36.84563699928457,35.3046003377793,10.486469097683656,0.2846054499719267,5.365259897226637,5.983992243514891,2.609542262928386,167.47397508530847
H,3,1,820,1.2390745709368967,40.83108284089279,38.004514877983375,15.55569762789133,0.3809768574717329,6.164626186700962,4.871026338016758,13.293713142572727,220.29705497643255
H,4,1,628,1.2581253145526585,38.678320851207936,36.51402683441847,13.731997385033331,0.35503085663566175,6.6317230444494975,4.451646456629296,12.17817838702868,209.83534061769325
H,5,1,880,1.3356539709881043,40.53760311238488,38.81241684190978,11.925222498923958,0.2941768033463383,5.42508945923197,5.060774043801764,0.45538634112531895,140.12721659276028
H,6,2,1409,1.2890748432981187,39.4977499573107,37.7363422823658,12.516526300712181,0.3168921347226129,4.942947123947704,5.796661018244195,0.7677188145790979,134.25424783301082
H,7,2,1529,1.311376227094933,38.2036354262984,36.60803673626713,10.973485269121538,0.287236676475236,5.708432839000211,5.791507547266273,0.0,0.0
H,8,2,1627,1.3450359076260794,38.61267382455693,36.7138149132633,11.144962807982543,0.28863483680569557,7.991553469602617,5.533683179719049,0.8522429665378297,157.69389491581424
H,9,2,1400,1.2809562358435178,38.912887966208665,36.07818830501416,13.356871067752126,0.3432505723900786,11.490727003113484,4.433512764545432,5.776600883729714,154.79192281707336
H,10,2,1384,1.3356376491646675,40.864421034252025,40.0335640707484,11.039193190446028,0.2701419207968986,5.215011316824218,5.6857014555074485,0.0,0.0
H,11,3,1260,1.292370588713258,34.681611291149224,33.015076408619265,10.818274168647145,0.311931129088226,6.0357753767843,5.497451775834342,0.0,0.0
H,12,3,1504,1.3629989086801602,32.95755179942046,31.990964850817548,8.522784876433963,0.2585988464283877,4.7705530070844295,6.024062586807853,0.0,0.0
H,13,3,1554,1.3727651082338876,32.695708383670485,31.431385073699225,8.512000751486733,0.26034000094452636,8.781124467259506,5.098284014742413,0.0,0.0
H,14,3,1594,1.3865017236966242,32.62927450203573,31.363322674149952,8.452111428940546,0.25903461103351294,8.368672443671684,5.131053746646253,0.15112358412190474,127.95470739533116
H,15,3,1580,1.3802042941824737,32.78038990348084,31.853882027902277,8.506725995632092,0.25950655317644017,13.012284989601847,4.369422589087373,0.4576362789788391,146.931981983762
H,16,4,1478,1.290024179864618,31.62408538240264,29.31864503193151,10.695219325218833,0.3381985343098724,9.782158465034353,5.032739884838196,8.233300242507198,183.3514741317723
H,17,4,1586,1.307954344046183,30.47364538306409,28.660500895977595,10.04538009269624,0.32964156294471486,12.80534350546427,4.742328656529376,9.775571759298003,216.61659661875177
H,18,4,1681,1.3369243916288127,30.862454200747976,28.691577322201088,11.011096614901064,0.35677968262919935,8.806078912582752,4.9700927553939795,12.156779453855506,239.37450120420652
H,19,4,1677,1.3521867570632677,30.60846440534922,29.09720986197684,9.936658705764959,0.32463760919768325,4.200493300061884,6.470897675894889,9.047980980847427,216.41118688673458
H,20,4,1576,1.3269303324558666,31.634572441771027,29.535758095528905,11.164934865065183,0.3529345903320237,11.991042645159764,4.570352782524507,17.907698654309286,276.19148091900496
H,21,5,926,1.2265014035751747,33.95499183935148,31.917833800592717,11.617641238708512,0.3421482559522948,4.576274783175866,5.50054947340861,9.531715351649808,147.5063271639378
H,22,5,891,1.2059485322145267,35.210956705430796,31.7702258321355,13.52949679245367,0.3842411015877605,4.640203964052076,5.1727775178745175,16.911084312415625,186.5123761391407
H,23,5,1007,1.2241216664341639,33.55656172985706,30.67056708340622,12.611253848898967,0.3758207992351631,6.173807181136457,5.004878493501296,11.208290690044265,186.1604230186781
H,24,5,1128,1.2683746426071174,33.17849193273002,30.608533675417835,12.638136758886613,0.38091353834015906,7.166558406267743,4.930534412882289,13.852043237630312,188.01105733416136
H,25,5,1057,1.2200636236980316,33.79339687310472,30.910595638244395,12.92132907653403,0.38236254038189865,3.2672913883289447,6.048923264182534,13.897797487879558,192.71104859096457
I,1,1,1067,1.2510697046033254,40.52948457317336,37.47601060964881,13.980603230854308,0.3449489520552188,9.128837180970235,4.228042080814068,4.202293552947623,144.110919323281
I,2,1,1330,1.346786878407241,38.65864523401533,36.92588533625378,11.490658414675112,0.29723386179515165,6.709118805476932,5.248227502234162,0.9755869953056902,142.56032612597588
I,3,1,1348,1.3456488832883533,39.82918879860156,38.366301823361255,11.843771199274608,0.29736410799535173,2.2457669285892385,6.585216318856961,0.912627251078419,126.85072920918938
I,4,1,1348,1.2858897350346277,37.806110824295885,35.32400309035718,12.435598553875376,0.3289309130915341,5.853325014695998,5.687274856838673,3.8117134297350788,168.00425165098122
I,5,1,1348,1.3314737737841287,38.64671637736625,37.19663245740871,11.561604589301984,0.29916136927154635,12.79151509435019,4.129189431000665,3.6623580774326,145.12760734770265
I,6,2,2253,1.3408875903565525,34.922679394955104,33.36364394679762,10.432956669052297,0.29874445059216825,9.484334818290227,5.553718760293694,4.361544569798781,192.40344067298452
I,7,2,1995,1.3171703127262164,36.34855137128391,34.40299232741412,10.919074226895068,0.30039915801215006,12.419786392513082,5.043971742118532,2.926493733820422,167.85787826362088
I,8,2,1575,1.2367977401766599,39.368881584279485,37.327287626872284,12.471024115416718,0.31677364490833193,6.997780823763307,5.576837197686871,2.643325400248955,172.03617540381936
I,9,2,2079,1.334151648897411,36.275529145379785,34.652422933870696,10.606346666514364,0.2923829621894085,16.251150293284486,4.586023216693976,5.528166532837531,192.95358689015276
I,10,2,2028,1.3504070757618105,36.83458472442719,35.33380746241993,11.1638570451165,0.3030808445008228,13.612718211393222,4.44142580082475,4.592416352506831,167.2823628320273
I,11,3,1045,1.2653533820780154,38.16822165390496,36.10332946799289,12.026828107422915,0.31510056235990397,7.076680349275548,4.711107888795995,0.0,0.0
I,12,3,728,1.1795936627679242,41.91631427116425,39.21177877255714,14.377664575318075,0.34300879801373646,3.918568284113179,5.509369408426256,0.0,0.0
I,13,3,1089,1.265434698046422,36.6692060172194,35.140433736508776,10.872421062542927,0.296500040318227,7.364355173164669,5.00072710706172,0.0,0.0
I,14,3,1184,1.2772375075265294,35.481688527480685,34.11372068500985,10.467547619042115,0.29501266860327024,11.020053514846042,4.036982228029439,0.0,0.0
I,15,3,1124,1.2664044991127423,37.075207819145874,35.92651932211986,10.563451099665498,0.28491953844721174,6.0249710463958905,5.118572585408447,0.0,0.0
I,16,4,1128,1.2640838136882915,36.133927751080854,33.13705209817937,12.529909055413002,0.34676299630997637,11.075371229224817,3.8969949897485026,5.622513180419389,149.42074729667306
I,17,4,1246,1.2880108368186114,34.28246009565161,32.123493553176914,11.76978433141825,0.34331796197178777,6.186770265074518,5.516386998030221,5.12054263918759,146.22732524350283
I,18,4,1351,1.2631429857621985,32.490957270157125,30.382105747228977,11.195335545215244,0.34456773471239444,4.992409075755445,6.004318229558615,8.841822226098799,165.5416356348816
I,19,4,1071,1.2699273021147712,35.81821360987914,32.93381242108884,12.530526355099333,0.34983671970852415,4.0968307479660995,5.925248454435124,11.265687778218478,179.5754085385698
I,20,4,989,1.1796247003142106,35.285776610845595,32.24590261613573,13.055371805872735,0.369989640581128,2.748695048861365,6.130497936985033,14.780855953069107,164.71135639319357
I,21,5,654,1.1974582452797151,44.6973909021133,41.2252617179325,20.937665796125916,0.4684314984286025,2.392150695770629,5.755619327791283,21.38583289315892,241.42435872996617
I,22,5,1240,1.2477251840961439,33.149246561850624,30.7963676293824,12.787041079772766,0.38574152977849474,13.897444400536935,3.9811314497062833,31.61337085002208,327.61602326935895
I,23,5,643,1.0755978149845615,40.010774558090496,34.61671811464649,17.97269637699054,0.44919641210385713,3.4818842118739948,5.33172999210522,21.170427347129163,146.80795421081308
I,24,5,1338,1.2605780308694596,32.23854864719894,30.370276457729545,12.240339605440221,0.3796802312471262,10.003506701848048,5.210097848246093,19.280382335568447,272.99338867605064
I,25,5,1004,1.230660432178696,36.26051583943713,33.53504242989695,15.017388313911589,0.41415263865547647,11.364659997837787,4.075966069679192,31.433394863085425,326.93556562065663
