radius_bin,r_center,mean_intensity,pixel_count,condition,image_num,particle_density,n_particles
36,0.73,109.15318572074108,2213,B,5,338.9064618165387,3
37,0.75,113.79550664832645,2181,B,5,229.2526364053187,2
38,0.77,104.72534913245875,2363,B,5,317.3931443080829,3
39,0.79,96.32237979937737,2891,B,5,86.47526807333104,1
40,0.81,98.76650514839491,3302,B,5,227.13506965475472,3
41,0.83,102.14060446780552,3805,B,5,262.8120893561104,4
42,0.85,105.56945358788677,4557,B,5,164.5819618169849,3
43,0.87,105.46052861893926,5713,B,5,218.79922982671104,5
44,0.89,103.23282269073259,6593,B,5,151.67602002123465,4
45,0.91,99.74283363050336,7291,B,5,240.0219448635304,7
46,0.9299999999999999,95.1604384653712,8028,B,5,186.84603886397608,6
47,0.95,99.83959122746585,8709,B,5,287.05936387644965,10
48,0.97,105.73975776724592,9495,B,5,236.96682464454977,9
49,0.99,108.98503283120895,10356,B,5,434.5307068366165,18
0,0.01,122.93315508021391,1122,B,6,222.81639928698752,1
1,0.03,125.06519797558798,3359,B,6,446.56147662994937,6
2,0.05,122.71754636233952,5608,B,6,178.3166904422254,4
3,0.07,122.02448355011477,7842,B,6,318.79622545269063,10
4,0.09,122.59108469539376,10095,B,6,297.1768202080238,12
5,0.11,121.22962662337662,12320,B,6,405.84415584415586,20
6,0.13,122.00164620344331,14579,B,6,342.9590506893477,20
7,0.15000000000000002,121.64872909101732,16799,B,6,342.2822787070659,23
8,0.16999999999999998,122.64964576226713,19055,B,6,354.2377328785096,27
9,0.19,124.06173708920188,21300,B,6,422.53521126760563,36
10,0.21000000000000002,123.4983642775205,23537,B,6,477.9708543994562,45
11,0.22999999999999998,121.35407533848004,25777,B,6,484.92842456453434,50
12,0.25,120.7215320910973,28014,B,6,455.12957806810886,51
13,0.27,122.34154476108708,30283,B,6,445.79467027705317,54
14,0.29000000000000004,119.55934969362934,32477,B,6,315.6079687163223,41
15,0.31,117.62179118222632,34748,B,6,381.31691032577413,53
16,0.33,117.68126283922587,36996,B,6,418.96421234728075,62
17,0.35,117.28087882958658,39234,B,6,420.55360146811444,66
18,0.37,118.74945113271731,41449,B,6,488.55219667543247,81
19,0.39,118.6682906745351,43719,B,6,360.25526658889726,63
20,0.41000000000000003,119.36679645863697,45971,B,6,391.55119531878796,72
21,0.43,120.08220912373916,48182,B,6,383.96081524220665,74
22,0.45,121.37942249722354,50424,B,6,416.4683484055212,84
23,0.47,118.40535666831175,52682,B,6,417.59993925819066,88
24,0.49,114.9358761948111,54925,B,6,418.7528447883478,92
25,0.51,115.38431104808922,57123,B,6,376.38079232533306,86
26,0.53,113.62126184345601,59421,B,6,399.6903451641676,95
27,0.55,113.74781057411612,61660,B,6,389.2312682452157,96
28,0.5700000000000001,113.77603832365327,63877,B,6,356.15323199273604,91
29,0.59,114.50623109497883,66120,B,6,431.0344827586207,114
30,0.61,112.04489419885059,68383,B,6,365.58793852273226,100
31,0.63,113.96459324722412,70608,B,6,410.7183322003173,116
32,0.65,114.61931638720664,72819,B,6,411.9803897334487,120
33,0.67,115.32045281811273,74997,B,6,466.6853340800299,140
34,0.69,116.25722740723879,74681,B,6,441.87946063925233,132
35,0.71,116.71079307493264,74974,B,6,470.16298983647664,141
36,0.73,118.42795241576394,75235,B,6,448.5944042001728,135
37,0.75,119.77334490521005,73742,B,6,501.7493423015378,148
38,0.77,119.35202671888833,74554,B,6,486.22474984574944,145
39,0.79,120.4592644753275,75266,B,6,478.30361650678924,144
40,0.81,119.63737899225013,74582,B,6,492.74623903891023,147
41,0.83,118.96592264666118,75446,B,6,470.5352172414707,142
42,0.85,118.02583959317484,77478,B,6,435.6075272980718,135
43,0.87,114.43127222811506,80135,B,6,436.76296250077996,140
44,0.89,111.04390220179694,82251,B,6,364.73720684247,120
45,0.91,111.11120045407246,84568,B,6,375.4375177372056,127
46,0.9299999999999999,115.31552416985876,85106,B,6,387.751744882852,132
47,0.95,117.9738317540486,86326,B,6,324.3518754488798,112
48,0.97,121.10503556811538,82096,B,6,338.0189046969402,111
49,0.99,118.0508152626033,72124,B,6,266.90144750707117,77
0,0.01,,0,B,7,0.0,0
1,0.03,,0,B,7,0.0,0
2,0.05,105.41975308641975,81,B,7,0.0,0
3,0.07,105.56535433070866,635,B,7,0.0,0
4,0.09,103.8709090909091,1100,B,7,0.0,0
5,0.11,99.1829573934837,1197,B,7,208.85547201336675,1
6,0.13,95.90287769784173,1390,B,7,539.568345323741,3
7,0.15000000000000002,88.43353293413173,1670,B,7,149.70059880239523,1
8,0.16999999999999998,84.50394477317555,2028,B,7,0.0,0
9,0.19,90.68542676108834,2683,B,7,465.89638464405516,5
10,0.21000000000000002,93.4567172568859,3558,B,7,70.26419336706014,1
11,0.22999999999999998,105.68362201271651,4561,B,7,219.25016443762334,4
12,0.25,116.56765806578689,5077,B,7,246.20839078195786,5
13,0.27,106.35569358178054,4830,B,7,103.51966873706004,2
14,0.29000000000000004,115.10435178856231,4389,B,7,56.96058327637275,1
15,0.31,123.23642333922707,3959,B,7,189.44177822682497,3
16,0.33,122.90489776509747,4206,B,7,297.19448407037567,5
17,0.35,126.35758746512127,4659,B,7,321.9575016097875,6
18,0.37,125.29036144578313,4980,B,7,251.00401606425703,5
19,0.39,119.07268031728464,5421,B,7,368.9356207341819,8
20,0.41000000000000003,111.17252987712506,5941,B,7,336.64366268304997,8
21,0.43,114.20855057351407,6713,B,7,297.92939073439595,8
22,0.45,118.99110081677435,8203,B,7,243.8132390588809,8
23,0.47,114.762931875854,10246,B,7,341.59672067148153,14
24,0.49,119.89205464677332,11126,B,7,247.1687938162862,11
25,0.51,121.70826278360988,11812,B,7,317.4737555028784,15
26,0.53,120.07985098801426,12348,B,7,242.95432458697766,12
27,0.55,121.03348178781613,12574,B,7,218.70526483219342,11
28,0.5700000000000001,123.42999228328904,11663,B,7,257.22369887678985,12
29,0.59,124.59892211404728,11504,B,7,304.24200278164113,14
30,0.61,123.5693393418927,11761,B,7,233.82365445115212,11
31,0.63,122.80734173019556,12068,B,7,227.87537288697385,11
32,0.65,118.49698140545762,12423,B,7,342.1073814698543,17
33,0.67,115.94013510365711,12879,B,7,252.34878484354377,13
34,0.69,117.23886213124624,13288,B,7,376.2793497892836,20
35,0.71,117.27164895939455,13742,B,7,382.04045990394417,21
36,0.73,116.9511461605293,14963,B,7,284.03395041101385,17
37,0.75,118.93669453699628,15907,B,7,471.49053875652226,30
38,0.77,117.18632509043468,16863,B,7,385.4592895688786,26
39,0.79,117.0145391265297,17814,B,7,294.7120242505894,21
40,0.81,115.9022564606895,18303,B,7,327.81511227667596,24
41,0.83,113.37348362855609,18630,B,7,348.8996242619431,26
42,0.85,109.20004195950908,19066,B,7,157.3481590265394,12
43,0.87,107.95696059845262,19517,B,7,217.75887687656916,17
44,0.89,111.36535263621246,20446,B,7,256.7739411131762,21
45,0.91,112.90963775487637,22609,B,7,232.20841257906142,21
46,0.9299999999999999,114.48551210116406,23882,B,7,314.04404991206763,30
47,0.95,117.3056552057721,24809,B,7,282.15566931355556,28
48,0.97,118.95500117490406,25534,B,7,195.81734158377068,20
49,0.99,115.97103867214237,23376,B,7,278.06297056810405,26
0,0.01,,0,B,8,0.0,0
1,0.03,,0,B,8,0.0,0
2,0.05,,0,B,8,0.0,0
3,0.07,,0,B,8,0.0,0
4,0.09,,0,B,8,0.0,0
5,0.11,,0,B,8,0.0,0
6,0.13,,0,B,8,0.0,0
7,0.15000000000000002,,0,B,8,0.0,0
8,0.16999999999999998,,0,B,8,0.0,0
9,0.19,,0,B,8,0.0,0
10,0.21000000000000002,,0,B,8,0.0,0
11,0.22999999999999998,,0,B,8,0.0,0
12,0.25,,0,B,8,0.0,0
13,0.27,,0,B,8,0.0,0
14,0.29000000000000004,,0,B,8,0.0,0
15,0.31,,0,B,8,0.0,0
16,0.33,,0,B,8,0.0,0
17,0.35,,0,B,8,0.0,0
18,0.37,,0,B,8,0.0,0
19,0.39,,0,B,8,0.0,0
20,0.41000000000000003,,0,B,8,0.0,0
21,0.43,,0,B,8,0.0,0
22,0.45,,0,B,8,0.0,0
23,0.47,,0,B,8,0.0,0
24,0.49,,0,B,8,0.0,0
25,0.51,,0,B,8,0.0,0
26,0.53,,0,B,8,0.0,0
27,0.55,,0,B,8,0.0,0
28,0.5700000000000001,,0,B,8,0.0,0
29,0.59,,0,B,8,0.0,0
30,0.61,,0,B,8,0.0,0
31,0.63,,0,B,8,0.0,0
32,0.65,124.07692307692308,26,B,8,0.0,0
33,0.67,112.92277992277992,259,B,8,0.0,0
34,0.69,102.50306748466258,489,B,8,0.0,0
35,0.71,109.12815884476534,554,B,8,451.2635379061372,1
36,0.73,110.59859154929578,568,B,8,440.1408450704226,1
37,0.75,109.03125,576,B,8,434.02777777777777,1
38,0.77,106.2011952191235,502,B,8,0.0,0
39,0.79,111.75055187637969,453,B,8,551.8763796909492,1
40,0.81,108.1711229946524,374,B,8,668.4491978609626,1
41,0.83,108.05730659025788,349,B,8,0.0,0
42,0.85,123.24,300,B,8,1666.6666666666667,2
43,0.87,124.41240875912409,274,B,8,912.4087591240876,1
44,0.89,118.13669064748201,278,B,8,0.0,0
45,0.91,123.44250871080139,287,B,8,871.0801393728224,1
46,0.9299999999999999,117.92581602373888,337,B,8,741.839762611276,1
47,0.95,112.21241050119332,419,B,8,0.0,0
48,0.97,112.02329450915141,601,B,8,831.946755407654,2
49,0.99,103.30315500685872,729,B,8,0.0,0
0,0.01,,0,B,9,0.0,0
1,0.03,,0,B,9,0.0,0
2,0.05,,0,B,9,0.0,0
3,0.07,,0,B,9,0.0,0
4,0.09,,0,B,9,0.0,0
5,0.11,,0,B,9,0.0,0
6,0.13,,0,B,9,0.0,0
7,0.15000000000000002,,0,B,9,0.0,0
8,0.16999999999999998,,0,B,9,0.0,0
9,0.19,,0,B,9,0.0,0
10,0.21000000000000002,,0,B,9,0.0,0
11,0.22999999999999998,,0,B,9,0.0,0
12,0.25,,0,B,9,0.0,0
13,0.27,112.16666666666667,18,B,9,0.0,0
14,0.29000000000000004,121.62307692307692,260,B,9,961.5384615384617,1
15,0.31,121.55434782608695,552,B,9,0.0,0
16,0.33,113.97567567567567,740,B,9,675.6756756756757,2
17,0.35,118.39339019189765,938,B,9,533.0490405117271,2
18,0.37,114.45546921697549,1673,B,9,298.86431560071725,2
19,0.39,113.0714928057554,2224,B,9,562.0503597122303,5
20,0.41000000000000003,116.89444027047332,2662,B,9,563.4861006761834,6
21,0.43,111.48039889958734,2908,B,9,515.818431911967,6
22,0.45,108.36174430128841,3027,B,9,412.9501156260324,5
23,0.47,106.21834061135371,2977,B,9,335.9086328518643,4
24,0.49,106.62632978723404,3008,B,9,415.5585106382979,5
25,0.51,102.88820512820513,2925,B,9,341.88034188034186,4
26,0.53,104.3276955602537,2838,B,9,352.3608174770966,4
27,0.55,109.90093659942363,2776,B,9,540.3458213256484,6
28,0.5700000000000001,104.93883677298311,2665,B,9,375.234521575985,4
29,0.59,97.71894697812384,2697,B,9,185.39117538005192,2
30,0.61,95.38531073446327,2655,B,9,282.4858757062147,3
31,0.63,91.07552758237689,2701,B,9,92.55831173639393,1
32,0.65,89.10089445438282,2795,B,9,89.44543828264759,1
33,0.67,92.25893160939096,2939,B,9,0.0,0
34,0.69,104.38528839922229,3086,B,9,405.0550874918989,5
35,0.71,115.23711980136561,3222,B,9,465.54934823091247,6
36,0.73,117.63471810089021,3370,B,9,222.5519287833828,3
37,0.75,117.67775293460033,3578,B,9,209.6143096702068,3
38,0.77,122.66967044284243,3884,B,9,514.9330587023687,8
39,0.79,131.6622179082747,4121,B,9,363.9893229798593,6
40,0.81,128.49096074380165,3872,B,9,322.8305785123967,5
41,0.83,125.65093102543929,3813,B,9,590.0865460267506,9
42,0.85,124.55893832943013,3843,B,9,390.32006245121005,6
43,0.87,124.04517993170475,3807,B,9,262.6740215392698,4
44,0.89,129.48187351151097,3779,B,9,463.0854723471818,7
45,0.91,124.60203322588643,4033,B,9,371.931564592115,6
46,0.9299999999999999,124.69770313657693,4049,B,9,246.97456162015314,4
47,0.95,126.65690072639225,4130,B,9,544.7941888619855,9
48,0.97,123.24103299856527,4182,B,9,418.4600669536107,7
49,0.99,126.37889570552147,4075,B,9,368.0981595092025,6
0,0.01,,0,B,10,0.0,0
1,0.03,,0,B,10,0.0,0
2,0.05,,0,B,10,0.0,0
3,0.07,,0,B,10,0.0,0
4,0.09,,0,B,10,0.0,0
5,0.11,,0,B,10,0.0,0
6,0.13,,0,B,10,0.0,0
7,0.15000000000000002,,0,B,10,0.0,0
8,0.16999999999999998,,0,B,10,0.0,0
9,0.19,,0,B,10,0.0,0
10,0.21000000000000002,,0,B,10,0.0,0
11,0.22999999999999998,,0,B,10,0.0,0
12,0.25,101.40567951318458,493,B,10,0.0,0
13,0.27,105.22277227722772,1414,B,10,353.60678925035364,2
14,0.29000000000000004,100.16694306246545,1809,B,10,138.19789939192924,1
15,0.31,95.0070453544694,2271,B,10,0.0,0
16,0.33,99.65865724381625,2830,B,10,353.35689045936397,4
17,0.35,90.06854580397182,3122,B,10,160.1537475976938,2
18,0.37,92.01071532001158,3453,B,10,217.2024326672459,3
19,0.39,104.90728831725616,3732,B,10,267.9528403001072,4
20,0.41000000000000003,110.20055922724961,3934,B,10,127.09710218607016,2
21,0.43,114.81805054151624,4155,B,10,180.50541516245488,3
22,0.45,117.85541066117594,4371,B,10,285.9757492564631,5
23,0.47,113.84931506849315,4599,B,10,108.71928680147859,2
24,0.49,116.1748784098118,4729,B,10,264.3264960879679,5
25,0.51,123.92843961451712,4877,B,10,410.08816895632566,8
26,0.53,118.13817891373802,5008,B,10,249.6006389776358,5
27,0.55,110.06003463536656,5197,B,10,96.20935154897057,2
28,0.5700000000000001,115.15964977645305,5368,B,10,186.28912071535024,4
29,0.59,115.84149755073479,5716,B,10,218.68439468159553,5
30,0.61,116.61406414696582,6641,B,10,188.2246649600964,5
31,0.63,109.95295822901568,7589,B,10,197.6544999341152,6
32,0.65,112.89122207300696,8191,B,10,152.60651935050666,5
33,0.67,115.74297703695069,8579,B,10,291.40925515794385,10
34,0.69,116.92498347653668,9078,B,10,110.15642211940957,4
35,0.71,114.33488221309705,9254,B,10,189.10741301059002,7
36,0.73,119.6647209899603,8566,B,10,321.03665654914784,11
37,0.75,120.35356495046742,7167,B,10,244.1746895493233,7
38,0.77,123.5150842945874,6762,B,10,184.85655131617864,5
39,0.79,120.13301626265725,6518,B,10,268.4872660325253,7
40,0.81,126.6737641453246,6716,B,10,372.24538415723646,10
41,0.83,128.9924328954883,7004,B,10,356.93889206167904,10
42,0.85,131.71058344640434,7370,B,10,440.976933514247,13
43,0.87,129.06421188630492,7740,B,10,96.89922480620156,3
44,0.89,131.81802554027504,8144,B,10,306.97445972495086,10
45,0.91,130.86748553206567,8467,B,10,413.3695523798276,14
46,0.9299999999999999,130.59799200901546,9761,B,10,384.1819485708432,15
47,0.95,132.08151326053041,10256,B,10,341.26365054602184,14
48,0.97,127.51711467801199,10342,B,10,241.73274028234388,10
49,0.99,126.91514878268711,11090,B,10,315.5996393146979,14
0,0.01,125.69560185185185,864,B,11,868.0555555555555,3
1,0.03,124.19389725762842,2589,B,11,289.68713789107767,3
2,0.05,125.11260426320668,4316,B,11,579.2400370713624,10
3,0.07,125.62896825396825,6048,B,11,454.69576719576725,11
4,0.09,126.18594775447175,7771,B,11,353.87980954832074,11
5,0.11,125.4554830561987,9502,B,11,368.34350663018313,14
6,0.13,125.85348899385082,11221,B,11,445.5930843953302,20
7,0.15000000000000002,126.19052396018212,12959,B,11,385.8322401419863,20
8,0.16999999999999998,125.63714402507154,14678,B,11,408.7750374710451,24
9,0.19,127.5254175301719,16406,B,11,472.38815067658174,31
10,0.21000000000000002,125.99179018127721,18149,B,11,371.92131797895206,27
11,0.22999999999999998,126.51483253588516,19855,B,11,428.10375220347527,34
12,0.25,126.32737461214282,21593,B,11,393.64608901032744,34
13,0.27,126.67556203878496,23308,B,11,439.7631714432813,41
14,0.29000000000000004,125.26806964299976,25042,B,11,409.31235524319146,41
15,0.31,126.56043627670701,26772,B,11,401.538921261019,43
16,0.33,126.51424461441303,28502,B,11,385.937828924286,44
17,0.35,127.07155380594793,30229,B,11,479.6718383009693,58
18,0.37,126.18059164188449,31945,B,11,477.3830020347472,61
19,0.39,125.0406969840893,33688,B,11,400.7361671811922,54
20,0.41000000000000003,125.63727290707202,35393,B,11,473.2574237843641,67
21,0.43,126.21301058186812,37139,B,11,444.27690567866665,66
22,0.45,125.3226379168382,38864,B,11,463.1535611362701,72
23,0.47,126.85028199886708,40603,B,11,461.7885377927739,75
24,0.49,125.6035558918101,42296,B,11,478.7686778891621,81
25,0.51,124.10631101021566,44050,B,11,437.0034052213394,77
26,0.53,125.09902093622973,45758,B,11,524.498448358757,96
27,0.55,124.43714213539913,47504,B,11,473.6443246884473,90
28,0.5700000000000001,124.58254616369065,49227,B,11,518.008410018892,102
29,0.59,123.27897164164459,50955,B,11,367.9717397703856,75
30,0.61,123.94110389856888,52686,B,11,512.4701059104885,108
31,0.63,123.47191217843812,54383,B,11,464.2995053601309,101
32,0.65,122.76084362029961,56139,B,11,405.2441261867864,91
33,0.67,122.26936771874028,57854,B,11,384.5887924776161,89
34,0.69,121.36966991659814,59591,B,11,427.916967327281,102
35,0.71,121.36972405244961,61316,B,11,407.72392197795034,100
36,0.73,122.45727065093263,63048,B,11,416.34944803958894,105
37,0.75,124.00785894050983,64767,B,11,497.9387651118626,129
38,0.77,124.8642393069843,66492,B,11,402.3040365758287,107
39,0.79,124.89756855388313,68231,B,11,458.00296053113686,125
40,0.81,121.51810071201852,69942,B,11,375.3109719481857,105
41,0.83,120.26755670879719,71682,B,11,411.5398565888229,118
42,0.85,118.81516245487364,73405,B,11,347.3877801239698,102
43,0.87,120.4616183263008,75127,B,11,339.42523992705685,102
44,0.89,126.67589544762623,76861,B,11,338.2729862999441,104
45,0.91,132.08936278566426,78545,B,11,286.4599910879114,90
46,0.9299999999999999,134.44325665372077,76987,B,11,246.7949134269422,76
47,0.95,135.46173907799923,66334,B,11,271.35405674314836,72
48,0.97,135.501378159794,55146,B,11,262.9383817502629,58
49,0.99,139.1547007089434,41047,B,11,274.07605915170416,45
0,0.01,132.58425720620843,902,B,12,831.4855875831487,3
1,0.03,123.43479867011452,2707,B,12,369.4126339120798,4
2,0.05,123.26979212737727,4522,B,12,276.4263600176913,5
3,0.07,123.5956102952787,6333,B,12,157.9030475288173,4
4,0.09,126.4518746158574,8135,B,12,430.239704978488,14
5,0.11,125.93166515928047,9951,B,12,376.84654808561953,15
6,0.13,122.29948979591836,11760,B,12,276.3605442176871,13
7,0.15000000000000002,124.4630298562477,13565,B,12,368.5956505713233,20
8,0.16999999999999998,124.12150565596151,15382,B,12,308.80249642439213,19
9,0.19,124.7907355679702,17184,B,12,349.1620111731844,24
10,0.21000000000000002,128.89354533010425,18994,B,12,394.8615352216489,30
11,0.22999999999999998,128.03431867339583,20805,B,12,348.4739245373708,29
12,0.25,127.06591170485711,22606,B,12,475.53746792886847,43
13,0.27,125.61572785328312,24428,B,12,347.9613558211888,34
14,0.29000000000000004,125.36431538432224,26241,B,12,314.39350634503256,33
15,0.31,125.00973748038237,28036,B,12,338.85004993579685,38
16,0.33,127.39018261015245,29845,B,12,293.18143742670463,35
17,0.35,127.68423878711307,31660,B,12,355.33796588755524,45
18,0.37,127.34387422661925,33457,B,12,328.78022536389994,44
19,0.39,126.36266507963498,35286,B,12,318.82332936575415,45
20,0.41000000000000003,127.2253646437141,37091,B,12,370.70987571108896,55
21,0.43,126.07686371353604,38874,B,12,437.3102845089263,68
22,0.45,125.459201218314,40712,B,12,368.44173707997646,60
23,0.47,126.31886206409713,42498,B,12,417.6667137277048,71
24,0.49,126.47872196398754,44318,B,12,400.5144636490817,71
25,0.51,126.96975609756097,46125,B,12,379.4037940379404,70
26,0.53,127.58160881174899,47936,B,12,427.6535380507343,82
27,0.55,126.76078912440173,49726,B,12,427.34183324618914,85
28,0.5700000000000001,127.13909147334937,51556,B,12,446.11684382031194,92
29,0.59,124.45558304284269,53358,B,12,440.42130514636983,94
30,0.61,124.59857508021972,55161,B,12,444.1543844382807,98
31,0.63,124.05754789809811,56996,B,12,456.17236297284023,104
32,0.65,121.8834218048183,58776,B,12,408.32993058391185,96
33,0.67,122.87694516411162,60599,B,12,503.30863545603063,122
34,0.69,121.97568949215558,62401,B,12,440.698065736126,110
35,0.71,122.49397327685551,64214,B,12,474.97430466876386,122
36,0.73,123.47077710633529,66027,B,12,484.6502188498644,128
37,0.75,124.92044215180546,67850,B,12,493.73618275607964,134
38,0.77,123.22111656758852,69642,B,12,366.1583527181873,102
39,0.79,123.69196316098872,71446,B,12,388.40522912409375,111
40,0.81,121.45106307486559,73278,B,12,337.7548513878654,99
41,0.83,120.37857675707359,75068,B,12,319.71012948260244,96
42,0.85,121.34833155608729,76898,B,12,312.1017451689251,96
43,0.87,124.34372379088622,78694,B,12,279.56388034665923,88
44,0.89,129.89532731180657,80489,B,12,273.32927480773776,88
45,0.91,133.9863891707293,80818,B,12,365.01769407805193,118
46,0.9299999999999999,133.69415387882972,75332,B,12,285.4032814740084,86
47,0.95,131.99222363325651,63783,B,12,270.4482385588637,69
48,0.97,132.09769416374886,55121,B,12,267.5931133324867,59
49,0.99,133.24558180227473,45720,B,12,273.40332458442697,50
0,0.01,123.12210012210012,819,B,13,0.0,0
1,0.03,125.99918566775244,2456,B,13,508.95765472312706,5
2,0.05,127.48839482042511,4093,B,13,366.47935499633525,6
3,0.07,124.43401810584959,5744,B,13,217.6183844011142,5
4,0.09,125.6007599402904,7369,B,13,373.1849640385398,11
5,0.11,124.39877913429522,9010,B,13,249.72253052164265,9
6,0.13,123.76014656144307,10644,B,13,258.36151822623077,11
7,0.15000000000000002,125.31383238405208,12290,B,13,325.4678600488202,16
8,0.16999999999999998,124.82185478073329,13910,B,13,323.5082674335011,18
9,0.19,125.87608402389671,15567,B,13,305.1326524057301,19
10,0.21000000000000002,126.17296511627907,17200,B,13,319.7674418604651,22
11,0.22999999999999998,125.09127573763533,18844,B,13,265.33644661430696,20
12,0.25,123.59168334228123,20489,B,13,329.44506808531406,27
13,0.27,123.16964649436473,22093,B,13,215.00022631602772,19
14,0.29000000000000004,122.9735656859031,23757,B,13,294.64999789535716,28
15,0.31,121.6541720862402,25371,B,13,344.881951834772,35
16,0.33,121.20488833012868,27044,B,13,323.54681260168616,35
17,0.35,122.53093826299268,28670,B,13,305.197070108127,35
18,0.37,121.6038016038016,30303,B,13,272.25027225027225,33
19,0.39,123.02434673759974,31955,B,13,359.88108277264905,46
20,0.41000000000000003,121.83618814978105,33569,B,13,357.4726682355745,48
21,0.43,121.47496025437202,35224,B,13,283.89734272087213,40
22,0.45,120.69902859933792,36854,B,13,312.04211211808763,46
23,0.47,121.0002338208932,38491,B,13,253.30596762879637,39
24,0.49,120.76138401753687,40144,B,13,317.6066161817457,51
25,0.51,119.3281294895125,41764,B,13,353.1749832391534,59
26,0.53,119.53146160578562,43418,B,13,259.10912524759317,45
27,0.55,123.15381028510525,45036,B,13,283.1068478550493,51
28,0.5700000000000001,122.40608125482129,46668,B,13,332.13336761806806,62
29,0.59,123.11384418056187,48338,B,13,320.6586950225496,62
30,0.61,121.49617740063243,49966,B,13,350.2381619501261,70
31,0.63,120.66128813559322,51625,B,13,382.5665859564165,79
32,0.65,119.17856874389236,53212,B,13,328.8731864992859,70
33,0.67,121.99322194486453,54883,B,13,423.628445966875,93
34,0.69,122.7465127805707,56492,B,13,469.0929689159527,106
35,0.71,123.00957472410356,58174,B,13,421.15034207721664,98
36,0.73,125.71681134694833,59787,B,13,413.9695920517838,99
37,0.75,124.7834955881874,61426,B,13,419.203594569075,103
38,0.77,125.7563013220887,63082,B,13,443.86671316698903,112
39,0.79,125.92508077856624,64683,B,13,413.55533911537816,107
40,0.81,126.81452402839102,66359,B,13,369.2038758872195,98
41,0.83,124.68143376134374,67989,B,13,319.90469046463403,87
42,0.85,125.71783344345178,69622,B,13,323.17370945965354,90
43,0.87,129.26297872340425,69325,B,13,281.28380815001805,78
44,0.89,130.51809937906697,67157,B,13,271.751269413464,73
45,0.91,133.6267827037864,65841,B,13,265.79183183730504,70
46,0.9299999999999999,131.59400714174816,57969,B,13,306.1981403853784,71
47,0.95,131.41075457020614,51420,B,13,272.2676001555815,56
48,0.97,131.9793934600254,48043,B,13,254.9799138271965,49
49,0.99,131.94444048043763,42045,B,13,303.24652158401716,51
0,0.01,132.8058361391695,891,B,14,0.0,0
1,0.03,135.76574212893553,2668,B,14,468.5157421289356,5
2,0.05,134.05252479711453,4436,B,14,507.2137060414788,9
3,0.07,133.88976377952756,6223,B,14,401.7354973485458,10
4,0.09,132.3009114745911,8009,B,14,249.71906605069296,8
5,0.11,132.4642126789366,9780,B,14,306.7484662576687,12
6,0.13,132.0573380610568,11563,B,14,281.0689267491136,13
7,0.15000000000000002,131.80057022809123,13328,B,14,356.3925570228091,19
8,0.16999999999999998,128.24557800596224,15095,B,14,331.2355084465055,20
9,0.19,133.21313609467455,16900,B,14,355.0295857988166,24
10,0.21000000000000002,136.7769271948608,18680,B,14,388.11563169164884,29
11,0.22999999999999998,132.8226579307647,20452,B,14,391.1597887737141,32
12,0.25,135.62726822459362,22209,B,14,450.26790940609663,40
13,0.27,136.18030669222435,23998,B,14,395.86632219351617,38
14,0.29000000000000004,137.2105732681716,25782,B,14,397.5641920719882,41
15,0.31,138.2588252367304,27563,B,14,462.5766426005878,51
16,0.33,137.72424128887224,29359,B,14,289.51939779965255,34
17,0.35,136.51620787239517,31096,B,14,426.099819912529,53
18,0.37,134.42655684891955,32903,B,14,319.11983709692123,42
19,0.39,134.5990821981067,34648,B,14,404.0637266220273,56
20,0.41000000000000003,133.42365951374788,36442,B,14,294.98929806267495,43
21,0.43,133.85019078981756,38262,B,14,346.2965866917569,53
22,0.45,132.54300860172035,39992,B,14,293.80876175235045,47
23,0.47,132.42248869103182,41781,B,14,341.06412005457025,57
24,0.49,130.1375763420122,43554,B,14,338.6600541856087,59
25,0.51,129.97423226261913,45328,B,14,336.4366396046594,61
26,0.53,128.2438889831947,47128,B,14,350.110337803429,66
27,0.55,128.70279112565177,48905,B,14,398.7322359676925,78
28,0.5700000000000001,127.79380649745391,50666,B,14,360.2021079224727,73
29,0.59,127.41320470534403,52451,B,14,305.0466149358449,64
30,0.61,125.89898915369291,54212,B,14,387.3681103814654,84
31,0.63,127.40884412058865,55992,B,14,366.1237319617088,82
32,0.65,127.30338613724405,57824,B,14,402.0821804095185,93
33,0.67,127.53568310048361,59552,B,14,394.6131112305212,94
34,0.69,127.71670279874162,61349,B,14,383.05432851391225,94
35,0.71,127.97182562948643,63107,B,14,411.9986689273773,104
36,0.73,128.0096038230307,64870,B,14,389.24001849853556,101
37,0.75,128.87903600725843,66681,B,14,378.6685862539555,101
38,0.77,129.40250332267158,68469,B,14,361.477456951321,99
39,0.79,130.38188443963614,70249,B,14,352.31818246523085,99
40,0.81,129.045577003194,72010,B,14,312.4566032495487,90
41,0.83,128.0956597198682,73751,B,14,284.7419018047213,84
42,0.85,124.21002130785214,75559,B,14,238.22443388610225,72
43,0.87,125.30908855850032,77350,B,14,316.7420814479638,98
44,0.89,127.26171766429997,79154,B,14,331.6320084897794,105
45,0.91,134.79895435500018,80907,B,14,265.7372044446093,86
46,0.9299999999999999,138.1069885391405,81233,B,14,270.8258958797533,88
47,0.95,141.1880202160557,73407,B,14,316.7272875883771,93
48,0.97,141.55270260671924,56316,B,14,230.84025854108958,52
49,0.99,144.50866639932272,44886,B,14,256.2046072271978,46
0,0.01,132.84769038701623,801,B,15,0.0,0
1,0.03,133.59832985386223,2395,B,15,626.3048016701462,6
